,Status,AFP,APOBEC3A,ART3,CCL7,CXCL10,CXCL9,DNAH7,GRID2,HTR3A,KRT78,LAMP3,MYLK2,PGBD5,POTEKP,RAET1L,SLC28A2,SOX11,SPHK1,TH,TMEM171,TNRC18P1,TREM1,TTC6,UGT2B15,VRTN
Sample1620,0,4.807354922,5.857980995,5.285402219,5.64385619,6.845490051,5.044394119,6.768184325,5.781359714,5.584962501,5.523561956,5.087462841,5.977279923,5.754887502,8.353146825,6.22881869,5.357552005,5.781359714,7.417852515,4.584962501,5.491853096,6.584962501,6.266786541,6.491853096,5.285402219,4.64385619
Sample1621,0,9.584962501,5.285402219,4.321928095,3.321928095,11.16239133,8.511752654,5.357552005,2.321928095,2,1.584962501,5.491853096,2.584962501,4.392317423,9.105908509,3.321928095,3.906890596,4.700439718,6.807354922,5.727920455,3,3.321928095,4.700439718,5.087462841,1.584962501,1
Sample1622,0,7.033423002,5.044394119,4.807354922,4.247927513,4.459431619,5.426264755,5.807354922,5,4.64385619,5.044394119,5.781359714,5.754887502,5.357552005,10.78053977,5.169925001,5.247927513,4.807354922,7.426264755,3.807354922,5,5.64385619,5.209453366,5.554588852,4.584962501,3.584962501
Sample1623,0,3.169925001,5.392317423,3.700439718,3.321928095,6.658211483,5,5.321928095,3.906890596,3.321928095,3.807354922,3.906890596,4.906890596,5.392317423,11.9505559,4.247927513,3.906890596,6.584962501,8.321928095,2.807354922,3.807354922,4.906890596,6.977279923,3,6.614709844,2.321928095
Sample1624,0,3.459431619,5.209453366,4.584962501,4.392317423,9.4325419,8.714245518,5.614709844,4.95419631,4.754887502,4.95419631,7.22881869,5.554588852,5.285402219,4.459431619,5.209453366,5.285402219,6.87036472,6.977279923,4.459431619,4.754887502,5.285402219,6.06608919,4.700439718,4.459431619,4.754887502
Sample1625,0,4.087462841,4.857980995,4.906890596,4.64385619,7.982993575,7.383704292,6.087462841,5.459431619,5,4.700439718,5.392317423,5.857980995,5.64385619,6.906890596,5.857980995,5.426264755,6.768184325,7.741466986,7.409390936,5.491853096,5.321928095,6.303780748,5.321928095,4.807354922,5.209453366
Sample1626,0,3,5.523561956,4.169925001,4.087462841,10.18611424,9.154818109,5.95419631,4.95419631,4,4.392317423,7.658211483,5.554588852,5.169925001,4.169925001,4.584962501,4.754887502,4.087462841,7.129283017,3.169925001,3.169925001,5.209453366,5.672425342,5.807354922,2.807354922,3.169925001
Sample1627,0,9.434628228,5.169925001,4.906890596,4.459431619,6.988684687,6.727920455,6.741466986,5.209453366,5.169925001,5.129283017,5.357552005,5.977279923,5.523561956,5.247927513,6.022367813,5.614709844,6.392317423,7.700439718,4.392317423,5.209453366,5.754887502,6.189824559,8.8008999,6.108524457,6.169925001
Sample1628,0,4.321928095,5.727920455,4.906890596,5.392317423,7.900866808,7.159871337,6.409390936,5.727920455,5.426264755,5.584962501,5.044394119,5,5.781359714,6.820178962,6.189824559,5.392317423,4.64385619,7.562242424,4.700439718,5.523561956,6.108524457,5.807354922,7.348728154,5.426264755,5.523561956
Sample1629,0,5.426264755,5.491853096,5.285402219,5.247927513,5.523561956,5.857980995,6.108524457,5.977279923,5.857980995,5.727920455,6.409390936,5.906890596,5.491853096,7.787902559,5.906890596,5.491853096,5.044394119,7.73470962,6.768184325,5.882643049,6.658211483,6.022367813,7.055282436,5.209453366,5.672425342
Sample1630,0,8.700439718,5.169925001,4.906890596,4.523561956,7.942514505,7.845490051,6.285402219,5.754887502,5.209453366,5.285402219,6.22881869,6,5.672425342,4.64385619,5.459431619,5.426264755,5.209453366,8.214319121,4.906890596,5.807354922,6.06608919,6.442943496,5.832890014,4.321928095,5.977279923
Sample1631,0,4.700439718,5.129283017,4.392317423,3.169925001,9.749869427,9.929258409,5.554588852,4.321928095,3.700439718,3.169925001,7.139551352,4.807354922,4.906890596,4.95419631,4.754887502,4.321928095,4.169925001,7.672425342,3.906890596,3.459431619,5.044394119,5.129283017,4.754887502,3,3
Sample1632,0,3.169925001,5.129283017,3.807354922,2,9.35974956,10.68474862,5.044394119,3.169925001,3.169925001,4.169925001,6.339850003,3.807354922,5.247927513,4.392317423,4.392317423,4.321928095,6.442943496,7.651051691,9.103287808,4.247927513,4.247927513,6.022367813,6.087462841,1,1.584962501
Sample1633,0,3.906890596,4.857980995,6,3.459431619,10.75154406,8.672425342,5.832890014,3.584962501,3,2.584962501,5.930737338,4.64385619,5.169925001,5.672425342,5.209453366,4.247927513,4.857980995,7.569855608,3.584962501,3.321928095,4.64385619,5.209453366,3.584962501,2.321928095,4.906890596
Sample1634,0,5.672425342,4.754887502,4,3.169925001,10.88264305,9.519636253,6.189824559,4.087462841,3.321928095,3.321928095,8.129283017,4.087462841,5.357552005,1,4.906890596,4.523561956,4.087462841,7.539158811,3.169925001,4.321928095,4.700439718,5.169925001,4.247927513,2.584962501,4.087462841
Sample1635,0,5.087462841,4.321928095,4.700439718,6.965784285,9.17990909,6.845490051,6.14974712,5.459431619,5.491853096,4.584962501,6.247927513,5.781359714,5.285402219,6.426264755,5.700439718,5.357552005,7.434628228,7.64385619,3.807354922,4.857980995,5.584962501,7.238404739,4.807354922,4.169925001,4.754887502
Sample1636,0,4.169925001,5.169925001,4.459431619,4.321928095,8.463524373,8.214319121,5.357552005,5.321928095,4.857980995,4.807354922,6.658211483,5.584962501,5,8.243173983,5.426264755,5.285402219,4.523561956,6.988684687,5.523561956,5.247927513,5.209453366,5.882643049,5.129283017,4.64385619,4.392317423
Sample1637,0,5.321928095,5.426264755,4.64385619,4.700439718,8.471675214,6.392317423,5.832890014,5.95419631,5.129283017,5.614709844,4.754887502,5.321928095,5.64385619,7.948367232,5.882643049,5.459431619,5.95419631,7.900866808,4.523561956,5.129283017,5.491853096,6.539158811,5.357552005,5.807354922,6
Sample1638,0,3.584962501,6.357552005,4.754887502,4.523561956,7.864186145,9.030667136,5.754887502,5.459431619,5.700439718,4.95419631,6.599912842,5.357552005,5.584962501,5.727920455,5.614709844,5.754887502,4.807354922,7.434628228,4.64385619,5.727920455,5.357552005,5.727920455,5.754887502,5.129283017,5.285402219
Sample1639,0,5.672425342,5.807354922,5.087462841,4.754887502,5.169925001,5.491853096,6.442943496,5.614709844,5,5.727920455,5.614709844,5.832890014,5.554588852,8.266786541,5.832890014,5.392317423,5.672425342,8.353146825,4.584962501,5.357552005,6.087462841,6.022367813,6,9.177419538,6.339850003
Sample1640,0,4.247927513,5.554588852,4.857980995,4.523561956,6.554588852,4.807354922,6.209453366,5.459431619,7.721099189,4.857980995,5.209453366,5.700439718,6.357552005,9.417852515,5.459431619,6.022367813,6.569855608,7.375039431,6.303780748,4.247927513,5.321928095,6.392317423,5.247927513,4.321928095,5.614709844
Sample1641,0,3.584962501,4.523561956,5.285402219,5.044394119,9.346513733,7.813781191,5.700439718,4.392317423,5.169925001,5.044394119,5.781359714,5.523561956,5.584962501,5.781359714,5.459431619,5.584962501,5.044394119,7.577428828,4.247927513,4.64385619,5.554588852,5.95419631,5.087462841,4.857980995,4.247927513
Sample1642,0,4.459431619,5.321928095,5.169925001,5.087462841,6.62935662,5.727920455,6.906890596,5.392317423,5.754887502,5.807354922,5.129283017,5.584962501,5.64385619,8.625708843,6.285402219,5.554588852,5.044394119,6.894817763,6.584962501,5.392317423,5.906890596,6.741466986,6,5.129283017,5.321928095
Sample1643,0,2,4.906890596,3.700439718,1,10.73555602,11.52454172,5.087462841,1.584962501,2.584962501,2,7.686500527,3.321928095,5.087462841,1,3.169925001,3.807354922,3.459431619,6.426264755,2.321928095,2.584962501,2.584962501,4.523561956,4.584962501,6.169925001,1
Sample1644,0,4.459431619,6.285402219,4.700439718,5.087462841,3.459431619,5.285402219,6.584962501,5.285402219,5.491853096,5.087462841,4.700439718,5.285402219,4.754887502,9.285402219,5.727920455,5.459431619,6.247927513,8.022367813,4.169925001,4.906890596,5.672425342,6.357552005,7.417852515,7.665335917,5.357552005
Sample1645,0,6.62935662,6.392317423,4.247927513,3.459431619,7.900866808,5.044394119,5.044394119,3.700439718,3.584962501,4.523561956,4.169925001,4.321928095,6.209453366,10.14593215,4.857980995,4.857980995,6.87036472,8.882643049,3.906890596,4.247927513,4.754887502,8.640244936,4.754887502,3.169925001,3.700439718
Sample1646,0,4.807354922,5.426264755,4,2.584962501,9.465566405,10.27262978,5.754887502,3,3.906890596,2.584962501,6.965784285,4.392317423,5.087462841,7.087462841,4,3.906890596,6.022367813,8,3.459431619,3.807354922,4.392317423,5.930737338,4.169925001,2,2
Sample1647,0,4.392317423,4.857980995,4.523561956,4.247927513,9.884170519,6.942514505,6.569855608,4.523561956,4.321928095,5.129283017,6.62935662,5.614709844,6.906890596,2.807354922,5.285402219,4.906890596,6.044394119,7.700439718,3.906890596,5.357552005,5.807354922,5.95419631,5.727920455,4.807354922,5.614709844
Sample1648,0,6.22881869,3.584962501,3.321928095,1,11.88874325,10.70735913,4.523561956,1,1.584962501,1.584962501,5.169925001,3.169925001,4.087462841,3.807354922,2.321928095,3.169925001,4.087462841,7.330916878,1.584962501,2,2,4.95419631,3.807354922,1,1
Sample1649,0,5.584962501,5.64385619,4.392317423,5.129283017,8.262094845,6.700439718,5.169925001,3.807354922,4.523561956,4.64385619,7.864186145,5.209453366,6.599912842,8.960001932,5.392317423,4.95419631,4.807354922,8.864186145,3.906890596,4.523561956,5.044394119,7.483815777,4.523561956,2.584962501,3.459431619
Sample1650,0,1,6.392317423,2.584962501,1,11.2911707,11.46301341,3.584962501,1,1.584962501,1,7.044394119,2,4.321928095,1,2,2.807354922,11.13249973,6.475733431,1.584962501,1.584962501,2.321928095,4,2.584962501,1,1
Sample1651,0,4.584962501,6.321928095,4.523561956,4.392317423,9.59058705,5.977279923,5.554588852,6.06608919,4.459431619,5.044394119,5.044394119,6.06608919,5.832890014,4.906890596,5.209453366,4.906890596,6.459431619,7.383704292,7.098032083,5.426264755,5.426264755,6.475733431,5.459431619,4.247927513,4.807354922
Sample1652,0,3.459431619,5.882643049,4.584962501,4.857980995,6.727920455,7.276124405,5.95419631,4.584962501,4.700439718,4.523561956,5.209453366,5.209453366,5.614709844,9.45532722,5.491853096,5.426264755,4.523561956,6.426264755,7.383704292,5.321928095,6.108524457,5.807354922,7.882643049,6.599912842,5.357552005
Sample1653,0,2,5,5.584962501,1.584962501,9.147204925,10.22641219,4.169925001,1.584962501,4.754887502,1.584962501,8.257387843,3.700439718,5,10.48381578,3.321928095,3.700439718,8.686500527,7.912889336,2,3.169925001,2.807354922,4.754887502,2.807354922,1,1
Sample1654,0,4.754887502,6.614709844,4.857980995,6.14974712,7.011227255,7.451211112,5.754887502,5.321928095,6.22881869,5.930737338,5.285402219,6.087462841,5.906890596,4.087462841,6.247927513,5.700439718,6.303780748,8.071462363,4.700439718,5.754887502,6.475733431,6.686500527,6.087462841,5.523561956,6.807354922
Sample1655,0,3.459431619,7.312882955,4.247927513,4,7.900866808,7.189824559,5.247927513,4.584962501,4.169925001,4.906890596,5.554588852,4.906890596,5.523561956,9.162391329,4.321928095,4.392317423,9.276124405,8.247927513,4.087462841,4.906890596,5.459431619,6.285402219,4.459431619,2,4.392317423
Sample1656,0,4.807354922,4.64385619,5,5.857980995,6.022367813,5.95419631,6.857980995,5.672425342,5.832890014,5.64385619,5.392317423,5.727920455,5.95419631,7.948367232,5.554588852,5.491853096,6.303780748,7.577428828,4.459431619,5.781359714,7.098032083,6.108524457,6.357552005,6.044394119,6.569855608
Sample1657,0,6.129283017,6.108524457,4.321928095,4,8.144658243,7.434628228,5.614709844,4.392317423,3.700439718,4.392317423,4.459431619,5.832890014,5.129283017,6.965784285,4.700439718,4.807354922,10.38694025,6.375039431,4.247927513,4.95419631,5.285402219,6.754887502,4.754887502,3.584962501,4
Sample1658,0,4.584962501,7.562242424,4.754887502,4.169925001,8.717676423,8.703903573,5.584962501,4,5.169925001,5.491853096,4.857980995,5.392317423,5.672425342,5.285402219,5.64385619,4.95419631,6,7.924812504,4.64385619,5.285402219,5.672425342,6.64385619,4.807354922,3.459431619,4.807354922
Sample1659,0,5.285402219,5.700439718,5.247927513,6.044394119,4.584962501,4.700439718,6.882643049,6.426264755,5.906890596,6.14974712,5.554588852,6.754887502,5.614709844,3.700439718,6.285402219,6.044394119,7.159871337,6.794415866,6.285402219,6,6.672425342,6.658211483,6.658211483,6.491853096,7.434628228
Sample1660,0,5.426264755,5.882643049,5.523561956,6.06608919,5.781359714,5.64385619,6.209453366,6.06608919,5.906890596,6.189824559,5.357552005,6.14974712,5.906890596,5.781359714,5.64385619,5.781359714,5.754887502,6.714245518,5.781359714,5.832890014,6.584962501,6.22881869,7.781359714,5.672425342,6.392317423
Sample1661,0,7.247927513,4.906890596,4.523561956,4.700439718,8.903881846,8.044394119,5.930737338,4.459431619,4.906890596,4.906890596,6.794415866,5.491853096,5.672425342,6.189824559,5.169925001,4.807354922,5.044394119,7.721099189,5.169925001,5.129283017,5.700439718,5.523561956,6.658211483,3.906890596,5
Sample1662,0,4.64385619,5.247927513,4.906890596,5.087462841,7.592457037,8.554588852,6.044394119,5.523561956,4.807354922,4.807354922,7.366322214,5.807354922,5.523561956,7.22881869,5.357552005,5.087462841,4.857980995,8.379378367,4.523561956,5.247927513,5.523561956,5.882643049,5.672425342,3.169925001,5.700439718
Sample1663,0,3.459431619,5.285402219,4.459431619,4.807354922,8.731319031,5.523561956,6.14974712,5.459431619,4.087462841,4.807354922,4.584962501,5.754887502,5.95419631,8.991521846,6.14974712,5.459431619,5.832890014,7.714245518,4.087462841,5.285402219,6.491853096,6.339850003,5.169925001,4.906890596,5.614709844
Sample1664,0,4.754887502,7.754887502,4.700439718,4.807354922,8.64385619,7.832890014,6,4.459431619,4.906890596,5.672425342,6.426264755,5.169925001,5.700439718,3.459431619,5.357552005,5.614709844,5.285402219,7.118941073,4.247927513,5.727920455,6.426264755,6.339850003,4.857980995,5.087462841,4.906890596
Sample1665,0,4.700439718,6.426264755,4.523561956,5.044394119,7.599912842,6.539158811,5.392317423,4.95419631,5.087462841,4.523561956,5.754887502,5.285402219,6.06608919,9.172427509,5.700439718,5.044394119,6.882643049,8.262094845,6.169925001,5.129283017,5.584962501,6.442943496,4.906890596,4.169925001,5.209453366
Sample1666,0,4.700439718,5.087462841,4,3,6.658211483,7.721099189,5.357552005,3.807354922,2.321928095,3.169925001,6.266786541,4.169925001,5.285402219,8.087462841,3.906890596,4.392317423,10.04028972,7.918863237,3.321928095,3.700439718,5.392317423,5.321928095,7.21916852,2,3.584962501
Sample1667,0,6.686500527,6.50779464,5.209453366,6,7.312882955,5.554588852,6,5.64385619,5.727920455,5.882643049,5.209453366,6.599912842,5.247927513,6.714245518,6.06608919,5.781359714,6.523561956,6.108524457,5.247927513,5.672425342,6.108524457,5.930737338,6.357552005,7.62935662,6.022367813
Sample1668,0,5.64385619,5.357552005,5.247927513,4.459431619,3.906890596,5.882643049,5.459431619,4.087462841,4,5.087462841,4.523561956,4.754887502,5.285402219,11.15355203,5,5.044394119,6.247927513,7.864186145,4.459431619,5.357552005,4.95419631,5.882643049,4.906890596,3.807354922,4.247927513
Sample1669,0,8.396604781,5.930737338,3.807354922,1.584962501,10.01959073,11.8761332,5,1.584962501,1,1.584962501,6.14974712,4.087462841,4.392317423,1,2.584962501,3.584962501,5.459431619,6.14974712,2,2.321928095,3,4.169925001,9.56414949,1,1
Sample1670,0,5.672425342,5.614709844,5.392317423,4.459431619,6.50779464,5.392317423,6.686500527,4.857980995,4.857980995,4.64385619,5.209453366,6.044394119,5.285402219,9.577428828,5.321928095,5.672425342,4.321928095,7.459431619,5.523561956,5.129283017,6.247927513,6.129283017,7.794415866,4.95419631,5.087462841
Sample1671,0,1.584962501,6.523561956,2.321928095,1,10.49984589,11.33147682,3.459431619,1,1,1,8.77478706,2,3.584962501,9.54689446,1.584962501,2.584962501,10.42836017,6.523561956,3.459431619,2,2,4.087462841,2,1,1
Sample1672,0,9.965784285,4.807354922,8.361943774,3,7.832890014,8.897845456,5.491853096,4.321928095,3.807354922,5.209453366,7.409390936,4.807354922,5.247927513,4.169925001,5.087462841,7.876516947,9.283088353,7.392317423,5.209453366,4.754887502,5,6.209453366,3.807354922,1.584962501,4
Sample1673,0,4.459431619,5.044394119,5.087462841,6.14974712,6.044394119,6.285402219,5.95419631,5.554588852,5.459431619,5.169925001,4.523561956,6.087462841,5.554588852,8.430452552,5.523561956,5.459431619,5.95419631,7.17990909,4.64385619,6.108524457,6.686500527,7.17990909,6.569855608,5.754887502,6.614709844
Sample1674,0,4,5.392317423,4.392317423,4.247927513,5.357552005,6.781359714,5.584962501,4.392317423,4,5.247927513,6.303780748,5.491853096,5.700439718,10.12412131,4.906890596,5,6,8.535275377,4.247927513,5.491853096,5.044394119,6.087462841,5.554588852,3.169925001,5.426264755
Sample1675,0,5.882643049,5.727920455,4.64385619,5.129283017,4.459431619,5.727920455,6.686500527,5.426264755,5.672425342,5.832890014,5.209453366,5.977279923,6.06608919,9.25502857,5.977279923,5.392317423,5.209453366,7.426264755,5.044394119,5.169925001,6.599912842,6.22881869,6.700439718,5,5.044394119
Sample1676,0,4.087462841,5.584962501,4.64385619,4.247927513,6.303780748,5.832890014,6.06608919,4.247927513,4.857980995,5.357552005,4.906890596,6.044394119,7.839203788,10.03754695,5.614709844,4.64385619,5.554588852,7.442943496,4,4.857980995,5.930737338,6.06608919,5.614709844,4.857980995,4.247927513
Sample1677,0,4,5.554588852,4.392317423,4.087462841,6.768184325,6.108524457,5.357552005,4.392317423,4.857980995,4.906890596,5.321928095,5.247927513,5.95419631,10.41151099,4.906890596,4.857980995,5.357552005,8.189824559,4.169925001,5.044394119,5.392317423,6,5.285402219,3.169925001,5.169925001
Sample1678,0,7.06608919,5.523561956,3.906890596,2.807354922,9.605479518,9.493855449,4.906890596,3.321928095,2.584962501,3,7.442943496,4.906890596,4.754887502,9.199672345,3.807354922,3.906890596,6.459431619,6.459431619,4,4.321928095,4.64385619,5.754887502,3.584962501,1,2.321928095
Sample1679,0,3,5.882643049,4.584962501,4.857980995,6.303780748,6.977279923,6,4,4.584962501,5,5.554588852,4.584962501,5.832890014,11.1091777,4.807354922,4.321928095,4.95419631,6.426264755,5.930737338,4.321928095,5.584962501,5.087462841,4.857980995,4.523561956,4.087462841
Sample1680,0,4.321928095,4.321928095,4.169925001,2.321928095,8.73470962,8.519636253,5.247927513,2,2.321928095,2.584962501,6.14974712,3.169925001,5.285402219,11.73978061,4.169925001,4.392317423,4.247927513,6.599912842,4.459431619,3.807354922,5.321928095,4.459431619,4.321928095,2.584962501,1
Sample1681,0,3,5.64385619,4.584962501,4.247927513,6.375039431,4.754887502,6.442943496,4.169925001,4,3.906890596,4.459431619,4.754887502,5.087462841,11.08015131,4.392317423,5,5.781359714,6.700439718,4,4.857980995,5.392317423,4.857980995,8.45532722,3.321928095,4.087462841
Sample1682,0,6.303780748,5.044394119,4.754887502,5.247927513,5.807354922,6.64385619,6.50779464,5.64385619,4.700439718,5.169925001,5.614709844,6.209453366,5.857980995,9.167418146,5.523561956,5.426264755,6.285402219,7.569855608,4,5.392317423,6.044394119,4.807354922,6.672425342,6.129283017,4.321928095
Sample1683,0,9.052568051,6.06608919,4.64385619,4.857980995,4.906890596,6.906890596,6,5.209453366,4.459431619,5,5.209453366,5.321928095,5.781359714,9.705632387,5.64385619,5.285402219,5.285402219,7.562242424,4,4.64385619,5.781359714,5.392317423,7.475733431,4.392317423,5.129283017
Sample1684,0,4.321928095,3.584962501,4.459431619,4.169925001,7.768184325,7.839203788,5.129283017,3,4.169925001,3.700439718,7.592457037,3.906890596,5.209453366,10.33873638,4.459431619,4.459431619,4.857980995,9.700439718,3.807354922,4.169925001,4.459431619,4.584962501,4.523561956,3,1.584962501
Sample1685,0,5.700439718,5.321928095,5.129283017,5.285402219,7.483815777,6.599912842,6.044394119,5.64385619,5.906890596,5.95419631,5.285402219,5.523561956,5.977279923,6.375039431,5.614709844,5.727920455,5.357552005,7.491853096,5.321928095,5.754887502,5.930737338,5.930737338,6.584962501,5.807354922,6.357552005
Sample1686,0,3.807354922,3.459431619,3.584962501,2,10.42836017,11.01192607,4.754887502,2,3,3.807354922,8.965784285,3.700439718,4.321928095,2,3.169925001,3.807354922,4.169925001,7.714245518,2.807354922,4.247927513,3.169925001,4.087462841,5.357552005,1,1.584962501
Sample1687,0,3.584962501,4.64385619,4,5.64385619,8.936637939,6.189824559,5.321928095,5,4.584962501,4.807354922,4.807354922,4.247927513,7.159871337,9.670656249,4.754887502,4.754887502,6.06608919,7.614709844,5.357552005,4.392317423,5.584962501,7.321928095,5.285402219,3.321928095,3.321928095
Sample1688,0,2,5.857980995,4.087462841,4.95419631,10.74567432,10.83051521,5.087462841,2,3.321928095,2,5.930737338,3.169925001,4.807354922,3,2.321928095,3.321928095,9.095397023,7.523561956,3.321928095,4.247927513,2.807354922,4.169925001,3.459431619,1,1
Sample1689,0,9.878050913,5.95419631,4.392317423,4.95419631,6.614709844,6.95419631,5.930737338,5.491853096,5.247927513,5.426264755,5.64385619,6.22881869,5.357552005,5.832890014,5.554588852,5.700439718,4.906890596,6.857980995,5.087462841,4.754887502,6.569855608,6.409390936,8.303780748,6,5.247927513
Sample1690,0,5.357552005,6,4.95419631,4.169925001,7.584962501,7.076815597,5.700439718,5.285402219,4.807354922,4.523561956,5,5.584962501,6.845490051,7.554588852,5.426264755,5.129283017,6.988684687,8.77807713,5.169925001,5.247927513,6.459431619,6.189824559,4.807354922,8.721099189,5.169925001
Sample1691,0,3.459431619,4.392317423,4.523561956,4.247927513,10.16490693,9.636624621,6.303780748,3.700439718,3.906890596,4.392317423,7.741466986,4.857980995,5.129283017,1.584962501,5.044394119,4.857980995,6.209453366,7.912889336,5.392317423,4,4.321928095,6.06608919,6.754887502,2.807354922,3.169925001
Sample1692,0,3.906890596,5.807354922,4.906890596,7.044394119,6.491853096,5.491853096,6.321928095,5.882643049,5.754887502,5.832890014,5.554588852,5.672425342,6.189824559,7.357552005,5.727920455,5.857980995,5.832890014,8.238404739,5.554588852,5.930737338,5.977279923,6.022367813,5.285402219,5.459431619,5.672425342
Sample1693,0,1.584962501,5.392317423,4.169925001,3,10.3858624,10.60177079,5,2.321928095,2.584962501,3.321928095,6.820178962,4.857980995,4.700439718,6.169925001,3.459431619,3.169925001,3.906890596,7.199672345,2.807354922,3.906890596,4.807354922,4.64385619,3.459431619,1,1.584962501
Sample1694,0,4.392317423,4.321928095,2.807354922,1,10.72109919,12.11113567,3.807354922,1,1,1,6.62935662,1,6.50779464,1,1.584962501,3.584962501,8.8008999,8.14974712,3.700439718,2.584962501,2.321928095,2.807354922,2.321928095,1,1
Sample1695,0,3.584962501,8.044394119,4.906890596,5,5.554588852,7.076815597,6.569855608,4.754887502,4.64385619,5.129283017,4.64385619,5.247927513,5.700439718,9.710806434,5.169925001,5.523561956,5.727920455,8.357552005,6.087462841,4.807354922,5.64385619,6.321928095,4.857980995,3.906890596,4.700439718
Sample1696,0,4.523561956,5.64385619,4.247927513,3.906890596,8.784634846,7.46760555,5.584962501,5.209453366,4.754887502,4.700439718,5.781359714,4.64385619,5.700439718,8.087462841,4.700439718,5.523561956,5.169925001,8.30833903,4.392317423,5.64385619,5.459431619,5.727920455,4.392317423,5.491853096,5.321928095
Sample1697,0,2.321928095,4.754887502,4,3.321928095,8.573647187,9.509775004,5.169925001,4.321928095,3,3.906890596,5.129283017,4.459431619,5.357552005,8.499845887,4.906890596,4.523561956,7.400879436,8.826548487,5.044394119,4.321928095,4.392317423,6.06608919,5.832890014,2.807354922,1.584962501
Sample1698,0,2,3.321928095,3.169925001,1,10.1959873,12.53576138,4.392317423,2,1.584962501,1,8.204571144,1,3.807354922,1,1.584962501,2.321928095,4,7.577428828,1.584962501,1.584962501,1.584962501,2.321928095,2.584962501,1,1
Sample1699,0,8.888743249,6.554588852,4.64385619,5.209453366,6.129283017,6.409390936,6.700439718,5.491853096,5.426264755,5.321928095,6.475733431,5.459431619,5.672425342,8.417852515,6.129283017,5.169925001,5.357552005,7.199672345,4.906890596,5.357552005,6.754887502,5.247927513,5.247927513,6.247927513,4.523561956
Sample1700,0,2.807354922,4.247927513,4.169925001,2.584962501,9.344295908,10.7548875,6.523561956,3.169925001,3.459431619,2.807354922,7.011227255,4.392317423,4.857980995,3.906890596,3.807354922,4.459431619,4.459431619,7.442943496,3.459431619,4.087462841,4.584962501,4.906890596,6.044394119,4.807354922,2
Sample1701,0,9.189824559,4.906890596,4.169925001,4.700439718,4.087462841,5.727920455,6.285402219,4.700439718,4.087462841,4.64385619,5.087462841,5,5.64385619,9.01402047,5.209453366,5.209453366,4.321928095,8.388017285,4,4.857980995,5.523561956,5.087462841,5.95419631,5.209453366,3.169925001
Sample1702,0,4.087462841,6.339850003,4.95419631,5.321928095,6.375039431,5.459431619,7.159871337,5.491853096,5.357552005,5.129283017,4.906890596,6.906890596,7.294620749,8.791162889,5.426264755,5.459431619,4.459431619,6.426264755,4.584962501,5.523561956,6,5.247927513,8.622051819,6.321928095,5.426264755
Sample1703,0,4.64385619,6.022367813,5.392317423,5.459431619,5.491853096,5.209453366,7.339850003,5.392317423,5.882643049,6,5.554588852,5.906890596,7.906890596,6.129283017,5.882643049,5.584962501,5.285402219,6.108524457,6.62935662,6,6.285402219,5.882643049,8.271463028,7.209453366,5.700439718
Sample1704,0,3.459431619,4.247927513,4.95419631,5.129283017,7,6.820178962,6.714245518,6.129283017,5.882643049,4.906890596,5.087462841,5.491853096,5.672425342,9.005624549,5.426264755,5.523561956,5.285402219,7.442943496,4.95419631,5.977279923,6.599912842,4.754887502,5.209453366,5.727920455,3.321928095
Sample1705,0,1,3.700439718,3.169925001,1,10.61562964,12.46633142,4.169925001,1,1.584962501,1,8.550746785,1,3.321928095,6.459431619,2,2.321928095,7.087462841,6.820178962,1,2,1.584962501,2,2.584962501,1,1
Sample1706,0,3.459431619,4.95419631,4.906890596,4.754887502,7.475733431,8.566054038,5.832890014,5.321928095,5.129283017,5.129283017,6.918863237,5.247927513,5.614709844,7.400879436,5.357552005,5.357552005,6.247927513,8.519636253,4.321928095,4.754887502,5.321928095,5.523561956,5.832890014,4.321928095,4
Sample1707,0,3.700439718,5.554588852,4.169925001,2.807354922,6.599912842,5.285402219,6.614709844,3.584962501,4.087462841,4,4.523561956,4.754887502,5.64385619,11.1959873,4.584962501,4.584962501,8.28077077,8.741466986,3.807354922,3.906890596,4.459431619,5.906890596,4.95419631,2.321928095,2
Sample1708,0,7.022367813,5.044394119,5,5.087462841,6.06608919,6.06608919,6.044394119,5.392317423,5.129283017,5.426264755,5.754887502,5.807354922,5.754887502,9.569855608,5.491853096,4.95419631,4.523561956,8.005624549,5.459431619,5.129283017,5.392317423,5.754887502,5.906890596,5.700439718,4
Sample1709,0,2.321928095,4.95419631,3.700439718,3.906890596,7.900866808,6.554588852,5.321928095,4.523561956,3,3.584962501,4.169925001,4.584962501,5.930737338,10.86341196,4.247927513,4.857980995,8.071462363,8.991521846,3.321928095,4.392317423,4.64385619,6.285402219,4.857980995,2,4
Sample1710,0,3.700439718,5.672425342,5,5.64385619,6.06608919,5.247927513,6.584962501,5.169925001,4.754887502,5.209453366,5.357552005,5.807354922,5.857980995,8.912889336,5.95419631,6.044394119,5.554588852,7.491853096,5.247927513,5.044394119,6.768184325,5.781359714,6.339850003,6.409390936,4.807354922
Sample1711,0,4.754887502,4.754887502,3,1,10.68387187,11.42836017,4.807354922,1,1.584962501,2.321928095,8.038918989,3.459431619,4.459431619,3.807354922,2.321928095,3.169925001,9.095397023,6.700439718,8.882643049,2.321928095,2.321928095,3.459431619,4,1,1
